model,episode,scenario,scenario_name,n_agents,seed,survived,escaped_A,escaped_B,dead,survival_rate,steps_taken,mean_panic,total_reward,blocked_exits
astar,1,4,양방향 동시 위협,160,42,80,64,16,80,0.5,98,0.0,-2177.58,[]
astar,2,4,양방향 동시 위협,160,43,77,14,63,83,0.4813,110,0.0,-2469.15,[]
astar,3,4,양방향 동시 위협,160,44,70,11,59,90,0.4375,78,0.0,-3050.35,[]
astar,4,4,양방향 동시 위협,160,45,10,3,7,150,0.0625,81,0.0,-7500.94,[]
astar,5,4,양방향 동시 위협,160,46,80,57,23,80,0.5,99,0.0,-2178.89,[]
astar,6,4,양방향 동시 위협,160,47,14,12,2,146,0.0875,71,0.0,-7238.52,[]
astar,7,4,양방향 동시 위협,160,48,16,12,4,144,0.1,60,0.0,-7081.56,[]
astar,8,4,양방향 동시 위협,160,49,101,13,88,59,0.6312,110,0.0,-586.08,[]
ppo,1,4,양방향 동시 위협,160,42,74,61,13,86,0.4625,113,0.0,-2586.37,[]
ppo,2,4,양방향 동시 위협,160,43,130,12,118,30,0.8125,131,0.0,1776.71,[]
ppo,3,4,양방향 동시 위협,160,44,102,11,91,58,0.6375,110,0.0,-415.58,[]
ppo,4,4,양방향 동시 위협,160,45,10,6,4,150,0.0625,72,0.0,-7505.83,[]
ppo,5,4,양방향 동시 위협,160,46,68,48,20,92,0.425,119,0.0,-3104.34,[]
ppo,6,4,양방향 동시 위협,160,47,16,11,5,144,0.1,62,0.0,-7097.06,[]
ppo,7,4,양방향 동시 위협,160,48,18,14,4,142,0.1125,84,0.0,-6906.69,[]
ppo,8,4,양방향 동시 위협,160,49,126,13,113,34,0.7875,142,0.0,1356.88,[]
