model,episode,scenario,scenario_name,n_agents,survived,escaped_A,escaped_B,dead,survival_rate,steps_taken,mean_panic,total_reward,blocked_exits
astar,30,4,양방향 동시 위협,60,19,8,11,41,0.3167,73,0.0,-1631.54,[]
ppo,1,4,양방향 동시 위협,60,14,4,10,46,0.2333,90,0.0,-2038.61,[]
ppo,2,4,양방향 동시 위협,60,12,7,5,48,0.2,74,0.0,-2178.97,[]
ppo,3,4,양방향 동시 위협,60,40,31,9,20,0.6667,115,0.0,-61.73,[]
ppo,4,4,양방향 동시 위협,60,11,3,8,49,0.1833,86,0.0,-2260.43,[]
ppo,5,4,양방향 동시 위협,60,60,25,35,0,1.0,94,0.0,1349.12,[]
ppo,6,4,양방향 동시 위협,60,60,33,27,0,1.0,93,0.0,1337.09,[]
ppo,7,4,양방향 동시 위협,60,38,34,4,22,0.6333,114,0.0,-190.66,[]
ppo,8,4,양방향 동시 위협,60,50,3,47,10,0.8333,115,0.0,726.37,[]
ppo,9,4,양방향 동시 위협,60,56,3,53,4,0.9333,98,0.0,1138.93,[]
ppo,10,4,양방향 동시 위협,60,50,6,44,10,0.8333,119,0.0,701.19,[]
ppo,11,4,양방향 동시 위협,60,56,5,51,4,0.9333,86,0.0,1131.1,[]
ppo,12,4,양방향 동시 위협,60,54,8,46,6,0.9,111,0.0,1001.37,[]
ppo,13,4,양방향 동시 위협,60,60,23,37,0,1.0,116,0.0,1341.73,[]
ppo,14,4,양방향 동시 위협,60,60,28,32,0,1.0,78,0.0,1352.1,[]
ppo,15,4,양방향 동시 위협,60,60,36,24,0,1.0,96,0.0,1352.81,[]
ppo,16,4,양방향 동시 위협,60,24,16,8,36,0.4,111,0.0,-1277.07,[]
ppo,17,4,양방향 동시 위협,60,60,31,29,0,1.0,115,0.0,1349.81,[]
ppo,18,4,양방향 동시 위협,60,60,30,30,0,1.0,80,0.0,1374.55,[]
ppo,19,4,양방향 동시 위협,60,53,5,48,7,0.8833,86,0.0,949.22,[]
ppo,20,4,양방향 동시 위협,60,60,31,29,0,1.0,109,0.0,1337.15,[]
ppo,21,4,양방향 동시 위협,60,18,7,11,42,0.3,75,0.0,-1702.55,[]
ppo,22,4,양방향 동시 위협,60,60,37,23,0,1.0,133,0.0,1337.49,[]
ppo,23,4,양방향 동시 위협,60,14,2,12,46,0.2333,95,0.0,-2036.06,[]
ppo,24,4,양방향 동시 위협,60,54,6,48,6,0.9,106,0.0,1009.37,[]
ppo,25,4,양방향 동시 위협,60,12,7,5,48,0.2,87,0.0,-2195.8,[]
ppo,26,4,양방향 동시 위협,60,21,3,18,39,0.35,75,0.0,-1459.51,[]
ppo,27,4,양방향 동시 위협,60,55,6,49,5,0.9167,92,0.0,1063.11,[]
ppo,28,4,양방향 동시 위협,60,51,1,50,9,0.85,99,0.0,792.01,[]
ppo,29,4,양방향 동시 위협,60,11,8,3,49,0.1833,98,0.0,-2259.28,[]
ppo,30,4,양방향 동시 위협,60,7,1,6,53,0.1167,85,0.0,-2556.82,[]
