model,episode,scenario,scenario_name,n_agents,survived,escaped_A,escaped_B,dead,survival_rate,steps_taken,mean_panic,total_reward,blocked_exits
astar,1,4,양방향 동시 위협,60,53,47,6,7,0.8833,111,0.0,937.3,[]
astar,2,4,양방향 동시 위협,60,8,2,6,52,0.1333,69,0.0,-2514.78,[]
astar,3,4,양방향 동시 위협,60,9,7,2,51,0.15,100,0.0,-2412.28,[]
astar,4,4,양방향 동시 위협,60,60,40,20,0,1.0,119,0.0,1355.64,[]
astar,5,4,양방향 동시 위협,60,3,1,2,57,0.05,73,0.0,-2875.51,[]
astar,6,4,양방향 동시 위협,60,53,3,50,7,0.8833,104,0.0,973.84,[]
astar,7,4,양방향 동시 위협,60,37,33,4,23,0.6167,100,0.0,-281.99,[]
astar,8,4,양방향 동시 위협,60,7,5,2,53,0.1167,64,0.0,-2575.01,[]
astar,9,4,양방향 동시 위협,60,60,37,23,0,1.0,111,0.0,1339.08,[]
astar,10,4,양방향 동시 위협,60,60,12,48,0,1.0,123,0.0,1348.34,[]
astar,11,4,양방향 동시 위협,60,55,5,50,5,0.9167,81,0.0,1054.45,[]
astar,12,4,양방향 동시 위협,60,50,9,41,10,0.8333,113,0.0,714.67,[]
astar,13,4,양방향 동시 위협,60,55,3,52,5,0.9167,105,0.0,1077.36,[]
astar,14,4,양방향 동시 위협,60,9,4,5,51,0.15,79,0.0,-2424.18,[]
astar,15,4,양방향 동시 위협,60,4,2,2,56,0.0667,59,0.0,-2776.93,[]
astar,16,4,양방향 동시 위협,60,14,0,14,46,0.2333,70,0.0,-2021.93,[]
astar,17,4,양방향 동시 위협,60,50,10,40,10,0.8333,119,0.0,736.88,[]
astar,18,4,양방향 동시 위협,60,60,40,20,0,1.0,164,0.0,1321.42,[]
astar,19,4,양방향 동시 위협,60,56,5,51,4,0.9333,102,0.0,1117.05,[]
astar,20,4,양방향 동시 위협,60,55,4,51,5,0.9167,118,0.0,1074.84,[]
astar,21,4,양방향 동시 위협,60,7,2,5,53,0.1167,92,0.0,-2568.22,[]
astar,22,4,양방향 동시 위협,60,8,2,6,52,0.1333,113,0.0,-2495.05,[]
astar,23,4,양방향 동시 위협,60,32,9,23,28,0.5333,114,0.0,-678.53,[]
astar,24,4,양방향 동시 위협,60,60,35,25,0,1.0,133,0.0,1336.78,[]
astar,25,4,양방향 동시 위협,60,42,10,32,18,0.7,132,0.0,131.78,[]
astar,26,4,양방향 동시 위협,60,45,3,42,15,0.75,113,0.0,353.62,[]
astar,27,4,양방향 동시 위협,60,43,28,15,17,0.7167,92,0.0,159.03,[]
astar,28,4,양방향 동시 위협,60,46,37,9,14,0.7667,112,0.0,397.81,[]
astar,29,4,양방향 동시 위협,60,60,42,18,0,1.0,135,0.0,1345.1,[]
